freq,citizen,agedef,age,unit,sex,geo\TIME_PERIOD	2021 	2022 	2023 	2024 
A,NL,REACH,Y70-74,NR,T,DK	6 	: 	: 	: 
A,NL,REACH,Y70-74,NR,T,EE	: 	: 	0 	1 
A,NL,REACH,Y70-74,NR,T,ES	731 b	398 	410 	479 
A,NL,REACH,Y70-74,NR,T,FI	3 	0 	0 	1 
A,NL,REACH,Y70-74,NR,T,HR	2 	3 	9 	3 
A,NL,REACH,Y70-74,NR,T,IT	18 	24 	17 	29 
A,NL,REACH,Y70-74,NR,T,LT	2 	0 	0 	: @N
A,NL,REACH,Y70-74,NR,T,LU	2 	0 	1 	2 
A,NL,REACH,Y70-74,NR,T,LV	0 	0 	0 	0 
A,NL,REACH,Y70-74,NR,T,NL	899 	844 	698 	700 
A,NL,REACH,Y70-74,NR,T,SE	11 	16 	16 	13 
A,NL,REACH,Y70-74,NR,T,SK	0 	0 	0 	0 
A,NL,REACH,Y75-79,NR,T,BE	: 	: 	69 	63 
A,NL,REACH,Y75-79,NR,T,BG	3 	5 	5 	8 
A,NL,REACH,Y75-79,NR,T,CZ	1 	1 	2 	2 
A,NL,REACH,Y75-79,NR,T,DE	36 e	45 e	40 e	51 e
A,NL,REACH,Y75-79,NR,T,DK	0 	: 	: 	: 
A,NL,REACH,Y75-79,NR,T,EE	: 	: 	0 	0 
A,NL,REACH,Y75-79,NR,T,ES	436 b	208 	200 	271 
A,NL,REACH,Y75-79,NR,T,FI	1 	2 	0 	0 
A,NL,REACH,Y75-79,NR,T,HR	3 	1 	5 	2 
A,NL,REACH,Y75-79,NR,T,IT	6 	12 	14 	16 
A,NL,REACH,Y75-79,NR,T,LT	1 	0 	0 	0 
A,NL,REACH,Y75-79,NR,T,LU	0 	0 	1 	2 
A,NL,REACH,Y75-79,NR,T,LV	0 	0 	0 	0 
A,NL,REACH,Y75-79,NR,T,NL	686 	614 	585 	569 
A,NL,REACH,Y75-79,NR,T,SE	6 	7 	11 	5 
A,NL,REACH,Y75-79,NR,T,SK	0 	0 	0 	0 
A,NL,REACH,Y80-84,NR,T,BE	: 	: 	28 	21 
A,NL,REACH,Y80-84,NR,T,BG	1 	1 	2 	1 
A,NL,REACH,Y80-84,NR,T,CZ	1 	2 	0 	0 
A,NL,REACH,Y80-84,NR,T,DE	21 e	21 e	25 e	13 e
A,NL,REACH,Y80-84,NR,T,DK	1 	: 	: 	: 
A,NL,REACH,Y80-84,NR,T,EE	: 	: 	0 	0 
A,NL,REACH,Y80-84,NR,T,ES	204 b	85 	78 	117 
A,NL,REACH,Y80-84,NR,T,FI	1 	2 	0 	1 
A,NL,REACH,Y80-84,NR,T,HR	0 	1 	1 	2 
A,NL,REACH,Y80-84,NR,T,IT	4 	5 	6 	4 
A,NL,REACH,Y80-84,NR,T,LT	0 	0 	0 	0 
A,NL,REACH,Y80-84,NR,T,LU	0 	1 	1 	0 
A,NL,REACH,Y80-84,NR,T,LV	0 	0 	0 	1 
A,NL,REACH,Y80-84,NR,T,NL	332 	324 	364 	351 
A,NL,REACH,Y80-84,NR,T,SE	1 	1 	3 	3 
A,NL,REACH,Y80-84,NR,T,SK	1 	0 	0 	0 
A,NL,REACH,Y85-89,NR,T,BE	: 	: 	18 	11 
A,NL,REACH,Y85-89,NR,T,BG	0 	0 	0 	0 
A,NL,REACH,Y85-89,NR,T,CZ	0 	0 	0 	0 
A,NL,REACH,Y85-89,NR,T,DE	11 e	5 e	8 e	10 e
A,NL,REACH,Y85-89,NR,T,DK	1 	: 	: 	: 
A,NL,REACH,Y85-89,NR,T,EE	: 	: 	0 	0 
A,NL,REACH,Y85-89,NR,T,ES	64 b	20 	19 	32 
A,NL,REACH,Y85-89,NR,T,FI	0 	1 	0 	0 
A,NL,REACH,Y85-89,NR,T,HR	1 	0 	0 	1 
A,NL,REACH,Y85-89,NR,T,IT	2 	2 	2 	1 
A,NL,REACH,Y85-89,NR,T,LT	0 	0 	0 	0 
A,NL,REACH,Y85-89,NR,T,LU	0 	0 	1 	0 
A,NL,REACH,Y85-89,NR,T,LV	0 	0 	0 	0 
A,NL,REACH,Y85-89,NR,T,NL	119 	152 	151 	130 
A,NL,REACH,Y85-89,NR,T,SE	0 	0 	0 	2 
A,NL,REACH,Y85-89,NR,T,SK	0 	0 	0 	0 
A,NL,REACH,Y90-94,NR,T,BE	: 	: 	4 	4 
A,NL,REACH,Y90-94,NR,T,BG	0 	0 	1 	0 
A,NL,REACH,Y90-94,NR,T,CZ	0 	0 	0 	0 
A,NL,REACH,Y90-94,NR,T,DE	3 e	2 e	3 e	5 e
A,NL,REACH,Y90-94,NR,T,DK	1 	: 	: 	: 
A,NL,REACH,Y90-94,NR,T,EE	: 	: 	0 	0 
A,NL,REACH,Y90-94,NR,T,ES	17 b	10 	4 	13 
A,NL,REACH,Y90-94,NR,T,FI	1 	0 	0 	0 
A,NL,REACH,Y90-94,NR,T,HR	0 	0 	0 	0 
A,NL,REACH,Y90-94,NR,T,IT	0 	0 	0 	0 
A,NL,REACH,Y90-94,NR,T,LT	0 	0 	0 	0 
A,NL,REACH,Y90-94,NR,T,LU	2 	0 	0 	0 
A,NL,REACH,Y90-94,NR,T,LV	0 	0 	0 	0 
A,NL,REACH,Y90-94,NR,T,NL	40 	40 	53 	47 
A,NL,REACH,Y90-94,NR,T,SE	0 	0 	0 	0 
A,NL,REACH,Y90-94,NR,T,SK	0 	0 	0 	0 
A,NL,REACH,Y95-99,NR,T,BE	: 	: 	0 	0 
A,NL,REACH,Y95-99,NR,T,BG	0 	0 	0 	0 
A,NL,REACH,Y95-99,NR,T,CZ	0 	0 	0 	0 
A,NL,REACH,Y95-99,NR,T,DE	0 e	2 e	0 e	0 e
A,NL,REACH,Y95-99,NR,T,DK	0 	: 	: 	: 
A,NL,REACH,Y95-99,NR,T,EE	: 	: 	0 	0 
A,NL,REACH,Y95-99,NR,T,ES	5 b	3 	2 	0 
A,NL,REACH,Y95-99,NR,T,FI	0 	0 	0 	0 
A,NL,REACH,Y95-99,NR,T,HR	0 	0 	0 	0 
A,NL,REACH,Y95-99,NR,T,IT	0 	1 	0 	0 
A,NL,REACH,Y95-99,NR,T,LT	0 	0 	0 	0 
A,NL,REACH,Y95-99,NR,T,LU	0 	0 	0 	0 
A,NL,REACH,Y95-99,NR,T,LV	0 	0 	0 	0 
A,NL,REACH,Y95-99,NR,T,NL	8 	7 	6 	5 
A,NL,REACH,Y95-99,NR,T,SE	0 	1 	0 	0 
A,NL,REACH,Y95-99,NR,T,SK	0 	0 	0 	0 
A,NL,REACH,Y_GE100,NR,T,BE	: 	: 	0 	0 
A,NL,REACH,Y_GE100,NR,T,BG	: 	0 	0 	0 
A,NL,REACH,Y_GE100,NR,T,CZ	0 	0 	0 	0 
A,NL,REACH,Y_GE100,NR,T,DE	: 	: 	: 	0 e
A,NL,REACH,Y_GE100,NR,T,DK	0 	: 	: 	: 
A,NL,REACH,Y_GE100,NR,T,EE	: 	: 	0 	0 
A,NL,REACH,Y_GE100,NR,T,ES	0 b	1 	1 	1 
A,NL,REACH,Y_GE100,NR,T,FI	0 	0 	0 	0 
A,NL,REACH,Y_GE100,NR,T,HR	0 	0 	0 	0 
A,NL,REACH,Y_GE100,NR,T,IT	0 	0 	0 	0 
A,NL,REACH,Y_GE100,NR,T,LT	0 	0 	0 	0 
A,NL,REACH,Y_GE100,NR,T,LU	0 	0 	0 	0 
A,NL,REACH,Y_GE100,NR,T,LV	0 	0 	0 	0 
A,NL,REACH,Y_GE100,NR,T,NL	0 	0 	0 	0 
A,NL,REACH,Y_GE100,NR,T,SE	0 	0 	0 	0 
A,NL,REACH,Y_GE100,NR,T,SK	0 	0 	0 	0 
A,NL,REACH,Y_GE65,NR,T,BE	: 	: 	366 	358 
A,NL,REACH,Y_GE65,NR,T,BG	: 	33 	39 	36 
A,NL,REACH,Y_GE65,NR,T,CZ	10 	10 	13 	7 
A,NL,REACH,Y_GE65,NR,T,DE	: 	: 	: 	346 e
A,NL,REACH,Y_GE65,NR,T,DK	17 	: 	: 	: 
A,NL,REACH,Y_GE65,NR,T,EE	: 	: 	1 	3 
A,NL,REACH,Y_GE65,NR,T,ES	2377 b	: 	: 	1752 
A,NL,REACH,Y_GE65,NR,T,FI	11 	6 	6 	8 
A,NL,REACH,Y_GE65,NR,T,HR	16 	16 	31 	15 
A,NL,REACH,Y_GE65,NR,T,IT	79 	93 	73 	114 
A,NL,REACH,Y_GE65,NR,T,LT	3 	0 	: 	: @N
A,NL,REACH,Y_GE65,NR,T,LU	6 	3 	6 	9 
A,NL,REACH,Y_GE65,NR,T,LV	0 	1 	0 	1 
A,NL,REACH,Y_GE65,NR,T,NL	3121 	2958 	2901 	2841 
A,NL,REACH,Y_GE65,NR,T,SE	47 	74 	65 	55 
A,NL,REACH,Y_GE65,NR,T,SK	2 	1 	0 	1 
A,NL,REACH,Y_GE85,NR,T,BE	: 	: 	22 	15 
A,NL,REACH,Y_GE85,NR,T,BG	: 	0 	1 	0 
A,NL,REACH,Y_GE85,NR,T,CZ	0 	0 	0 	0 
A,NL,REACH,Y_GE85,NR,T,DE	: 	: 	: 	15 e
A,NL,REACH,Y_GE85,NR,T,DK	2 	: 	: 	: 
A,NL,REACH,Y_GE85,NR,T,EE	: 	: 	0 	0 
A,NL,REACH,Y_GE85,NR,T,ES	86 b	: 	: 	46 
A,NL,REACH,Y_GE85,NR,T,FI	1 	1 	0 	0 
A,NL,REACH,Y_GE85,NR,T,HR	1 	0 	0 	1 
A,NL,REACH,Y_GE85,NR,T,IT	2 	3 	2 	1 
A,NL,REACH,Y_GE85,NR,T,LT	0 	0 	: 	0 
A,NL,REACH,Y_GE85,NR,T,LU	2 	0 	1 	0 
A,NL,REACH,Y_GE85,NR,T,LV	0 	0 	0 	0 
A,NL,REACH,Y_GE85,NR,T,NL	167 	199 	210 	182 
A,NL,REACH,Y_GE85,NR,T,SE	0 	1 	0 	2 
A,NL,REACH,Y_GE85,NR,T,SK	0 	0 	0 	0 
A,NL,REACH,Y_LT15,NR,T,BE	: 	: 	1138 	1166 
A,NL,REACH,Y_LT15,NR,T,BG	9 	29 	12 	14 
A,NL,REACH,Y_LT15,NR,T,CZ	8 	7 	9 	8 
A,NL,REACH,Y_LT15,NR,T,DE	: 	: 	: 	426 e
A,NL,REACH,Y_LT15,NR,T,DK	74 	: 	: 	: 
A,NL,REACH,Y_LT15,NR,T,EE	: 	: 	2 	2 
A,NL,REACH,Y_LT15,NR,T,ES	636 b	: 	: 	1439 
A,NL,REACH,Y_LT15,NR,T,FI	8 	15 	10 	8 
A,NL,REACH,Y_LT15,NR,T,HR	12 	6 	15 	21 
A,NL,REACH,Y_LT15,NR,T,IT	72 	88 	103 	100 
A,NL,REACH,Y_LT15,NR,T,LT	1 	: 	: 	0 
A,NL,REACH,Y_LT15,NR,T,LU	25 	28 	38 	12 
A,NL,REACH,Y_LT15,NR,T,LV	1 	3 	0 	1 
A,NL,REACH,Y_LT15,NR,T,NL	8625 	8714 	8678 	8240 
A,NL,REACH,Y_LT15,NR,T,SE	173 	306 	297 	327 
A,NL,REACH,Y_LT15,NR,T,SK	0 	2 	0 	0 
A,NL,REACH,Y_LT5,NR,T,BE	: 	: 	466 	442 
A,NL,REACH,Y_LT5,NR,T,BG	4 	12 	6 	5 
A,NL,REACH,Y_LT5,NR,T,CZ	7 	3 	5 	4 
A,NL,REACH,Y_LT5,NR,T,DE	233 e	213 e	198 e	181 e
A,NL,REACH,Y_LT5,NR,T,DK	34 	: 	: 	: 
A,NL,REACH,Y_LT5,NR,T,EE	: 	: 	0 	2 
A,NL,REACH,Y_LT5,NR,T,ES	202 b	358 	358 	420 
A,NL,REACH,Y_LT5,NR,T,FI	4 	8 	3 	2 
A,NL,REACH,Y_LT5,NR,T,HR	6 	2 	3 	6 
A,NL,REACH,Y_LT5,NR,T,IT	24 	32 	46 	39 
A,NL,REACH,Y_LT5,NR,T,LT	0 	0 	0 	0 
A,NL,REACH,Y_LT5,NR,T,LU	9 	13 	19 	9 
A,NL,REACH,Y_LT5,NR,T,LV	0 	2 	0 	1 
A,NL,REACH,Y_LT5,NR,T,NL	3371 	3452 	3343 	3274 
A,NL,REACH,Y_LT5,NR,T,SE	65 	79 	88 	107 
A,NL,REACH,Y_LT5,NR,T,SK	0 	1 	0 	0 
A,PL,REACH,TOTAL,NR,T,AT	3158 	3635 	3394 	2399 
A,PL,REACH,TOTAL,NR,T,BE	: 	: 	3737 	2944 
A,PL,REACH,TOTAL,NR,T,BG	260 	355 	400 	417 
A,PL,REACH,TOTAL,NR,T,CZ	904 	786 	661 	627 
A,PL,REACH,TOTAL,NR,T,DE	46450 e	50396 e	50204 e	38027 e
A,PL,REACH,TOTAL,NR,T,DK	4225 	: 	: 	: 
A,PL,REACH,TOTAL,NR,T,EE	: 	105 	78 	109 
A,PL,REACH,TOTAL,NR,T,ES	5901 b	7027 	7401 	7200 
A,PL,REACH,TOTAL,NR,T,FI	453 	442 	378 	239 
A,PL,REACH,TOTAL,NR,T,FR	2109 	2195 p	2160 p	1687 p
A,PL,REACH,TOTAL,NR,T,HR	291 	290 	212 	220 
A,PL,REACH,TOTAL,NR,T,HU	265 	181 	172 	162 
A,PL,REACH,TOTAL,NR,T,IT	1709 	1825 	1766 	1707 
A,PL,REACH,TOTAL,NR,T,LT	74 	57 	91 	104 
A,PL,REACH,TOTAL,NR,T,LU	408 	460 	410 	323 
A,PL,REACH,TOTAL,NR,T,LV	35 	32 	5 	13 
A,PL,REACH,TOTAL,NR,T,NL	19406 	19409 	18298 	15596 
A,PL,REACH,TOTAL,NR,T,RO	352 	276 e	339 	283 
A,PL,REACH,TOTAL,NR,T,SE	3194 	4700 	4493 	2853 
A,PL,REACH,TOTAL,NR,T,SI	45 	42 	48 	49 
A,PL,REACH,TOTAL,NR,T,SK	113 	113 	82 	59 
A,PL,REACH,UNK,NR,T,AT	: 	: 	0 	: 
A,PL,REACH,UNK,NR,T,BE	: 	: 	0 	0 
A,PL,REACH,UNK,NR,T,BG	: 	: 	0 	0 
A,PL,REACH,UNK,NR,T,CZ	: 	: 	0 	0 
A,PL,REACH,UNK,NR,T,DE	0 	0 	0 	0 
A,PL,REACH,UNK,NR,T,DK	0 	: 	: 	: 
A,PL,REACH,UNK,NR,T,EE	: 	: 	0 	0 
A,PL,REACH,UNK,NR,T,ES	0 	0 	0 	0 
A,PL,REACH,UNK,NR,T,FI	: 	: 	0 	0 
A,PL,REACH,UNK,NR,T,HR	: 	: 	0 	0 
A,PL,REACH,UNK,NR,T,HU	0 	: 	0 	: 
A,PL,REACH,UNK,NR,T,IT	: 	0 	0 	0 
A,PL,REACH,UNK,NR,T,LT	0 	: 	0 	0 
A,PL,REACH,UNK,NR,T,LU	: 	: 	0 	0 
A,PL,REACH,UNK,NR,T,LV	0 	: 	0 	0 
A,PL,REACH,UNK,NR,T,NL	: 	: 	0 	0 
A,PL,REACH,UNK,NR,T,SE	: 	: 	0 	0 
A,PL,REACH,UNK,NR,T,SI	: 	: 	0 	: 
A,PL,REACH,UNK,NR,T,SK	: 	: 	0 	0 
A,PL,REACH,Y10-14,NR,T,BE	: 	: 	107 	81 
A,PL,REACH,Y10-14,NR,T,BG	2 	10 	6 	10 
A,PL,REACH,Y10-14,NR,T,CZ	20 	17 	17 	17 
A,PL,REACH,Y10-14,NR,T,DE	846 e	927 e	930 e	631 e
A,PL,REACH,Y10-14,NR,T,DK	103 	: 	: 	: 
A,PL,REACH,Y10-14,NR,T,EE	: 	: 	1 	6 
A,PL,REACH,Y10-14,NR,T,ES	213 b	273 	321 	378 
A,PL,REACH,Y10-14,NR,T,FI	6 	10 	10 	2 
A,PL,REACH,Y10-14,NR,T,HR	3 	2 	2 	4 
A,PL,REACH,Y10-14,NR,T,IT	34 	42 	43 	61 
A,PL,REACH,Y10-14,NR,T,LT	0 	0 	: 	0 
A,PL,REACH,Y10-14,NR,T,LU	14 	18 	18 	6 
A,PL,REACH,Y10-14,NR,T,LV	0 	1 	0 	1 
A,PL,REACH,Y10-14,NR,T,NL	237 	228 	258 	170 
A,PL,REACH,Y10-14,NR,T,SE	98 	104 	123 	72 
A,PL,REACH,Y10-14,NR,T,SK	1 	1 	0 	2 
A,PL,REACH,Y15-19,NR,T,BE	: 	: 	167 	130 
A,PL,REACH,Y15-19,NR,T,BG	5 	8 	10 	13 
A,PL,REACH,Y15-19,NR,T,CZ	16 	18 	15 	16 
A,PL,REACH,Y15-19,NR,T,DE	1431 e	1853 e	1942 e	1438 e
A,PL,REACH,Y15-19,NR,T,DK	345 	: 	: 	: 
A,PL,REACH,Y15-19,NR,T,EE	: 	: 	1 	4 
A,PL,REACH,Y15-19,NR,T,ES	231 b	228 	284 	265 
A,PL,REACH,Y15-19,NR,T,FI	15 	21 	24 	20 
A,PL,REACH,Y15-19,NR,T,HR	1 	9 	8 	8 
A,PL,REACH,Y15-19,NR,T,IT	32 	52 	33 	45 
A,PL,REACH,Y15-19,NR,T,LT	1 	0 	: 	: @N
A,PL,REACH,Y15-19,NR,T,LU	10 	15 	7 	11 
A,PL,REACH,Y15-19,NR,T,LV	1 	0 	0 	0 
A,PL,REACH,Y15-19,NR,T,NL	1120 	1383 	1340 	1086 
A,PL,REACH,Y15-19,NR,T,SE	92 	119 	160 	90 
A,PL,REACH,Y15-19,NR,T,SK	3 	1 	4 	1 
A,PL,REACH,Y15-64,NR,T,BE	: 	: 	3380 	2652 
A,PL,REACH,Y15-64,NR,T,BG	228 	292 	345 	348 
A,PL,REACH,Y15-64,NR,T,CZ	767 	684 	579 	559 
A,PL,REACH,Y15-64,NR,T,DE	: 	: 	: 	34995 e
A,PL,REACH,Y15-64,NR,T,DK	3852 	: 	: 	: 
A,PL,REACH,Y15-64,NR,T,EE	: 	: 	72 	101 
A,PL,REACH,Y15-64,NR,T,ES	4961 b	: 	: 	5815 
A,PL,REACH,Y15-64,NR,T,FI	407 	380 	332 	215 
A,PL,REACH,Y15-64,NR,T,HR	264 	263 	198 	187 
A,PL,REACH,Y15-64,NR,T,IT	1405 	1519 	1462 	1391 
A,PL,REACH,Y15-64,NR,T,LT	71 	: 	: 	: @N
A,PL,REACH,Y15-64,NR,T,LU	337 	391 	348 	284 
A,PL,REACH,Y15-64,NR,T,LV	30 	27 	2 	10 
A,PL,REACH,Y15-64,NR,T,NL	18446 	18392 	17245 	14941 
A,PL,REACH,Y15-64,NR,T,SE	2838 	4225 	3995 	2568 
A,PL,REACH,Y15-64,NR,T,SK	102 	108 	74 	50 
A,PL,REACH,Y20-24,NR,T,BE	: 	: 	655 	510 
A,PL,REACH,Y20-24,NR,T,BG	10 	23 	21 	20 
A,PL,REACH,Y20-24,NR,T,CZ	36 	37 	34 	29 
A,PL,REACH,Y20-24,NR,T,DE	8389 e	9031 e	8564 e	6336 e
A,PL,REACH,Y20-24,NR,T,DK	827 	: 	: 	: 
A,PL,REACH,Y20-24,NR,T,EE	: 	: 	26 	26 
A,PL,REACH,Y20-24,NR,T,ES	406 b	449 	437 	482 
A,PL,REACH,Y20-24,NR,T,FI	36 	52 	43 	38 
A,PL,REACH,Y20-24,NR,T,HR	77 	83 	51 	38 
A,PL,REACH,Y20-24,NR,T,IT	65 	82 	84 	77 
A,PL,REACH,Y20-24,NR,T,LT	4 	10 	4 	17 
A,PL,REACH,Y20-24,NR,T,LU	32 	28 	43 	26 
A,PL,REACH,Y20-24,NR,T,LV	0 	2 	0 	2 
A,PL,REACH,Y20-24,NR,T,NL	3523 	3548 	3430 	2968 
A,PL,REACH,Y20-24,NR,T,SE	404 	662 	611 	410 
A,PL,REACH,Y20-24,NR,T,SK	6 	5 	8 	5 
A,PL,REACH,Y25-29,NR,T,BE	: 	: 	765 	572 
A,PL,REACH,Y25-29,NR,T,BG	35 	40 	32 	31 
A,PL,REACH,Y25-29,NR,T,CZ	124 	121 	98 	101 
A,PL,REACH,Y25-29,NR,T,DE	7697 e	8434 e	8377 e	6222 e
A,PL,REACH,Y25-29,NR,T,DK	734 	: 	: 	: 
A,PL,REACH,Y25-29,NR,T,EE	: 	: 	12 	14 
A,PL,REACH,Y25-29,NR,T,ES	661 b	781 	829 	797 
A,PL,REACH,Y25-29,NR,T,FI	80 	70 	66 	50 
A,PL,REACH,Y25-29,NR,T,HR	34 	31 	29 	18 
A,PL,REACH,Y25-29,NR,T,IT	186 	197 	200 	172 
A,PL,REACH,Y25-29,NR,T,LT	16 	10 	9 	18 
A,PL,REACH,Y25-29,NR,T,LU	72 	78 	83 	48 
A,PL,REACH,Y25-29,NR,T,LV	5 	9 	0 	1 
A,PL,REACH,Y25-29,NR,T,NL	4507 	4344 	3871 	3331 
A,PL,REACH,Y25-29,NR,T,SE	549 	862 	802 	485 
A,PL,REACH,Y25-29,NR,T,SK	9 	25 	13 	11 
A,PL,REACH,Y30-34,NR,T,BE	: 	: 	526 	410 
A,PL,REACH,Y30-34,NR,T,BG	42 	39 	54 	42 
A,PL,REACH,Y30-34,NR,T,CZ	161 	137 	116 	113 
A,PL,REACH,Y30-34,NR,T,DE	5581 e	5866 e	6108 e	4639 e
A,PL,REACH,Y30-34,NR,T,DK	503 	: 	: 	: 
A,PL,REACH,Y30-34,NR,T,EE	: 	: 	5 	10 
A,PL,REACH,Y30-34,NR,T,ES	738 b	879 	831 	772 
A,PL,REACH,Y30-34,NR,T,FI	95 	75 	65 	33 
A,PL,REACH,Y30-34,NR,T,HR	20 	37 	27 	34 
A,PL,REACH,Y30-34,NR,T,IT	170 	204 	232 	175 
A,PL,REACH,Y30-34,NR,T,LT	9 	15 	16 	18 
A,PL,REACH,Y30-34,NR,T,LU	63 	97 	54 	48 
A,PL,REACH,Y30-34,NR,T,LV	10 	6 	2 	4 
A,PL,REACH,Y30-34,NR,T,NL	2965 	2890 	2706 	2375 
A,PL,REACH,Y30-34,NR,T,SE	509 	702 	654 	410 
A,PL,REACH,Y30-34,NR,T,SK	22 	17 	12 	9 
A,PL,REACH,Y35-39,NR,T,BE	: 	: 	425 	285 
A,PL,REACH,Y35-39,NR,T,BG	33 	36 	47 	46 
A,PL,REACH,Y35-39,NR,T,CZ	161 	110 	93 	83 
A,PL,REACH,Y35-39,NR,T,DE	4824 e	5245 e	5180 e	3794 e
A,PL,REACH,Y35-39,NR,T,DK	504 	: 	: 	: 
A,PL,REACH,Y35-39,NR,T,EE	: 	: 	9 	15 
A,PL,REACH,Y35-39,NR,T,ES	815 b	945 	980 	838 
A,PL,REACH,Y35-39,NR,T,FI	63 	64 	41 	24 
A,PL,REACH,Y35-39,NR,T,HR	33 	30 	14 	27 
A,PL,REACH,Y35-39,NR,T,IT	188 	189 	189 	189 
A,PL,REACH,Y35-39,NR,T,LT	7 	9 	22 	12 
A,PL,REACH,Y35-39,NR,T,LU	56 	62 	63 	47 
A,PL,REACH,Y35-39,NR,T,LV	5 	4 	0 	0 
A,PL,REACH,Y35-39,NR,T,NL	2013 	1882 	1820 	1575 
A,PL,REACH,Y35-39,NR,T,SE	422 	564 	531 	341 
A,PL,REACH,Y35-39,NR,T,SK	20 	12 	14 	2 
A,PL,REACH,Y40-44,NR,T,BE	: 	: 	329 	277 
A,PL,REACH,Y40-44,NR,T,BG	28 	30 	46 	49 
A,PL,REACH,Y40-44,NR,T,CZ	98 	94 	69 	76 
A,PL,REACH,Y40-44,NR,T,DE	4449 e	4727 e	4812 e	3829 e
A,PL,REACH,Y40-44,NR,T,DK	362 	: 	: 	: 
A,PL,REACH,Y40-44,NR,T,EE	: 	: 	8 	18 
A,PL,REACH,Y40-44,NR,T,ES	770 b	898 	884 	917 
A,PL,REACH,Y40-44,NR,T,FI	47 	38 	32 	19 
A,PL,REACH,Y40-44,NR,T,HR	33 	32 	24 	14 
A,PL,REACH,Y40-44,NR,T,IT	184 	180 	178 	174 
A,PL,REACH,Y40-44,NR,T,LT	9 	7 	11 	9 
A,PL,REACH,Y40-44,NR,T,LU	32 	42 	40 	35 
A,PL,REACH,Y40-44,NR,T,LV	4 	2 	0 	0 
A,PL,REACH,Y40-44,NR,T,NL	1403 	1437 	1484 	1285 
A,PL,REACH,Y40-44,NR,T,SE	329 	489 	438 	315 
A,PL,REACH,Y40-44,NR,T,SK	15 	17 	7 	9 
A,PL,REACH,Y45-49,NR,T,BE	: 	: 	247 	221 
A,PL,REACH,Y45-49,NR,T,BG	18 	37 	41 	53 
A,PL,REACH,Y45-49,NR,T,CZ	66 	65 	58 	60 
A,PL,REACH,Y45-49,NR,T,DE	4289 e	4752 e	4770 e	3686 e
A,PL,REACH,Y45-49,NR,T,DK	296 	: 	: 	: 
A,PL,REACH,Y45-49,NR,T,EE	: 	: 	7 	4 
A,PL,REACH,Y45-49,NR,T,ES	499 b	690 	744 	709 
A,PL,REACH,Y45-49,NR,T,FI	38 	31 	33 	19 
A,PL,REACH,Y45-49,NR,T,HR	27 	17 	12 	20 
A,PL,REACH,Y45-49,NR,T,IT	151 	178 	192 	193 
A,PL,REACH,Y45-49,NR,T,LT	7 	: 	: 	9 
A,PL,REACH,Y45-49,NR,T,LU	41 	35 	26 	22 
A,PL,REACH,Y45-49,NR,T,LV	2 	1 	0 	0 
A,PL,REACH,Y45-49,NR,T,NL	1335 	1332 	1212 	977 
A,PL,REACH,Y45-49,NR,T,SE	233 	397 	373 	228 
A,PL,REACH,Y45-49,NR,T,SK	12 	13 	4 	5 
A,PL,REACH,Y5-9,NR,T,BE	: 	: 	92 	88 
A,PL,REACH,Y5-9,NR,T,BG	4 	8 	9 	6 
A,PL,REACH,Y5-9,NR,T,CZ	32 	26 	20 	16 
A,PL,REACH,Y5-9,NR,T,DE	847 e	1065 e	1050 e	727 e
A,PL,REACH,Y5-9,NR,T,DK	99 	: 	: 	: 
A,PL,REACH,Y5-9,NR,T,EE	: 	: 	2 	0 
A,PL,REACH,Y5-9,NR,T,ES	223 b	325 	355 	349 
A,PL,REACH,Y5-9,NR,T,FI	12 	18 	17 	12 
A,PL,REACH,Y5-9,NR,T,HR	5 	5 	1 	2 
A,PL,REACH,Y5-9,NR,T,IT	35 	40 	63 	50 
A,PL,REACH,Y5-9,NR,T,LT	1 	0 	3 	: @N
A,PL,REACH,Y5-9,NR,T,LU	21 	17 	20 	11 
A,PL,REACH,Y5-9,NR,T,LV	0 	0 	1 	0 
A,PL,REACH,Y5-9,NR,T,NL	261 	303 	294 	184 
A,PL,REACH,Y5-9,NR,T,SE	90 	146 	134 	67 
A,PL,REACH,Y5-9,NR,T,SK	3 	1 	2 	4 
A,PL,REACH,Y50-54,NR,T,BE	: 	: 	164 	151 
A,PL,REACH,Y50-54,NR,T,BG	21 	37 	41 	41 
A,PL,REACH,Y50-54,NR,T,CZ	52 	55 	41 	44 
A,PL,REACH,Y50-54,NR,T,DE	2986 e	3224 e	3310 e	2762 e
A,PL,REACH,Y50-54,NR,T,DK	153 	: 	: 	: 
A,PL,REACH,Y50-54,NR,T,EE	: 	: 	2 	7 
A,PL,REACH,Y50-54,NR,T,ES	354 b	448 	501 	481 
A,PL,REACH,Y50-54,NR,T,FI	18 	17 	12 	4 
A,PL,REACH,Y50-54,NR,T,HR	20 	15 	14 	12 
A,PL,REACH,Y50-54,NR,T,IT	156 	164 	148 	160 
A,PL,REACH,Y50-54,NR,T,LT	8 	: 	8 	5 
A,PL,REACH,Y50-54,NR,T,LU	22 	19 	19 	21 
A,PL,REACH,Y50-54,NR,T,LV	1 	0 	0 	1 
A,PL,REACH,Y50-54,NR,T,NL	883 	908 	770 	769 
A,PL,REACH,Y50-54,NR,T,SE	173 	231 	229 	159 
A,PL,REACH,Y50-54,NR,T,SK	8 	5 	4 	7 
A,PL,REACH,Y55-59,NR,T,BE	: 	: 	69 	67 
A,PL,REACH,Y55-59,NR,T,BG	17 	16 	32 	23 
